academicyear,athleticstatus,countryoforigin,countryofresidence,disability,dob,gender,major,primarylanguage,university,dropout,study_hours,gpa
0,1,5,7,3,4963,1,3,0,5584,0.0,6.5,2.39
5,0,3,3,19,1433,0,0,3,6156,0.0,9.0,3.38
2,0,0,2,6,819,1,0,2,3591,0.0,8.6,3.39
1,1,0,6,7,2342,1,1,0,5685,0.0,6.3,2.29
0,1,0,1,4,1232,0,2,0,60,0.0,7.0,3.15
3,1,1,2,19,3165,1,1,0,6057,0.0,6.8,2.73
5,0,5,2,0,3354,0,0,2,6743,0.0,4.8,2.42
3,0,2,5,0,7183,0,2,0,3973,0.0,6.0,2.38
2,1,7,5,11,3137,0,0,3,6885,0.0,7.8,2.89
0,1,2,7,7,5207,1,1,0,988,0.0,7.8,3.0
5,0,0,0,8,4412,1,2,2,1039,0.0,6.4,2.15
3,1,4,6,0,1072,1,0,3,6026,0.0,7.2,2.93
4,1,0,5,5,3588,1,2,1,844,0.0,9.0,3.34
5,0,0,6,13,5582,0,1,0,3171,0.0,7.7,2.73
0,1,2,4,13,5151,0,3,4,6632,0.0,6.8,2.92
5,0,7,5,0,6033,1,0,0,4601,0.0,8.2,3.23
5,0,4,3,11,5219,0,3,3,2688,0.0,7.3,2.93
3,0,6,3,17,733,1,0,2,4344,0.0,6.3,2.18
1,1,6,0,17,2237,1,1,1,4315,0.0,8.0,2.6
3,1,7,0,5,1495,1,0,1,2174,1.0,5.9,2.05
1,0,6,0,10,5008,0,3,2,6923,1.0,8.1,2.23
1,0,2,5,2,6801,1,2,0,6676,0.0,7.1,3.09
5,0,5,7,16,6198,1,2,0,6634,0.0,8.5,3.18
3,1,7,4,16,1489,0,1,3,3057,0.0,6.2,2.53
5,1,0,0,9,566,1,3,1,2470,0.0,8.6,3.32
2,0,5,2,20,2316,1,0,3,2097,0.0,7.2,2.41
2,0,6,7,14,4722,0,0,2,5867,0.0,7.9,3.31
0,0,7,5,15,3106,0,0,3,4987,0.0,7.8,2.98
1,0,1,2,18,6196,1,2,3,5091,0.0,6.8,2.12
5,1,5,5,19,3552,1,0,4,6372,0.0,6.9,2.41
4,0,4,2,8,2891,1,1,2,6097,0.0,6.4,2.5
3,0,7,3,20,5422,0,2,1,6646,0.0,7.5,2.55
4,1,6,6,7,6426,1,2,1,1350,0.0,7.6,3.18
2,0,3,7,8,195,0,0,4,3390,0.0,6.8,3.02
4,1,7,7,9,991,1,2,4,3479,0.0,6.8,2.73
4,0,1,6,18,6825,1,1,3,2748,0.0,6.9,2.65
1,0,6,7,4,7411,0,1,0,4813,0.0,6.9,2.69
0,1,2,1,3,2345,1,3,0,5153,0.0,7.2,3.21
5,1,5,1,20,7213,0,2,4,3839,0.0,6.3,2.52
0,0,6,2,20,3365,1,2,1,3177,0.0,7.1,3.08
3,1,5,0,13,2215,1,1,1,4128,0.0,6.8,2.51
5,1,5,3,9,1126,0,1,1,4210,0.0,6.7,2.96
0,1,4,0,5,2357,1,2,1,2343,0.0,8.6,3.31
0,0,5,4,17,4489,0,2,2,872,0.0,7.4,3.24
5,0,4,2,5,6961,0,2,1,2472,0.0,7.3,2.96
3,0,0,3,20,5976,1,3,0,788,0.0,6.8,2.48
0,0,5,2,14,186,0,2,2,5161,1.0,6.6,2.22
2,1,4,7,3,6793,1,1,3,1589,0.0,6.8,2.63
5,0,7,0,7,3031,1,2,2,1698,0.0,6.6,2.33
1,0,5,7,2,6588,0,0,0,255,0.0,6.7,2.38
0,0,5,4,8,5897,0,2,0,280,0.0,7.1,2.46
1,0,6,0,13,3323,0,3,4,3431,0.0,6.2,2.39
5,1,3,7,0,4649,1,2,0,6174,0.0,8.3,3.21
4,1,0,6,4,6981,1,0,3,3690,0.0,6.4,2.78
0,1,1,5,17,464,1,2,0,5446,0.0,7.0,3.06
1,1,1,5,12,1463,1,2,2,68,0.0,7.7,3.32
5,0,0,2,14,249,0,3,0,1340,0.0,6.0,2.44
2,1,7,4,14,1908,0,1,1,192,0.0,6.3,2.64
2,1,6,5,19,4349,0,2,0,4952,0.0,6.2,2.43
3,0,0,7,8,2291,1,1,3,3508,0.0,6.3,2.67
5,1,6,1,1,6252,0,1,1,4340,0.0,8.8,3.35
0,0,1,1,20,2139,1,0,1,3089,0.0,6.4,2.5
2,1,1,6,15,4815,0,2,1,4188,0.0,8.1,3.23
1,0,7,5,10,1181,0,3,3,604,0.0,7.2,2.38
0,1,1,4,1,7098,1,3,0,1246,0.0,7.2,2.71
2,0,5,3,6,1464,0,2,4,2985,0.0,7.5,3.11
0,0,6,6,9,1662,0,3,0,2186,0.0,5.9,2.33
0,0,1,4,19,5798,0,1,1,1670,0.0,6.6,2.07
5,1,0,2,8,629,1,3,1,3425,0.0,8.2,3.37
3,0,5,4,12,5084,0,2,3,1927,0.0,7.3,2.55
3,0,4,1,1,4542,0,0,2,628,0.0,6.8,2.73
2,1,2,1,8,7419,0,1,3,1756,1.0,6.0,2.03
1,1,3,1,2,2988,1,3,1,3759,0.0,7.6,2.99
1,0,5,6,7,6465,0,2,2,5388,0.0,6.4,2.34
0,0,0,6,4,6657,0,0,0,4633,1.0,6.4,2.26
2,0,2,5,19,4449,0,1,0,5273,1.0,6.0,2.09
0,0,1,3,7,5172,1,0,4,2486,0.0,6.3,2.64
4,0,5,7,14,4579,1,3,1,5252,0.0,6.9,2.7
2,1,6,2,8,1105,1,0,1,3262,0.0,7.8,2.8
3,0,3,4,1,7482,0,2,2,380,0.0,7.2,2.25
5,1,6,2,0,6218,1,2,3,2651,0.0,7.0,3.19
1,0,3,1,10,6831,0,3,4,321,0.0,9.0,2.97
5,1,1,4,20,3291,0,1,0,4975,0.0,7.8,3.19
3,1,2,7,1,1021,1,1,3,5187,0.0,7.4,3.41
5,0,5,5,20,1476,1,0,1,2213,0.0,6.2,2.27
0,0,7,4,9,3078,1,3,4,1117,0.0,6.3,2.63
1,0,6,6,20,4219,1,1,4,2799,0.0,6.8,2.13
0,1,5,5,3,2591,1,0,1,1838,0.0,6.5,2.31
5,1,2,6,10,1558,1,0,0,790,0.0,6.3,2.52
4,0,6,5,7,7542,1,0,3,2067,0.0,7.3,2.42
3,0,4,7,0,7566,0,0,4,2247,0.0,8.0,3.23
1,0,1,5,2,1730,1,0,4,2811,0.0,7.0,2.82
0,1,1,6,6,3032,0,2,2,3037,0.0,7.9,3.36
1,0,3,6,15,659,1,1,3,5661,0.0,6.8,2.61
5,1,5,5,12,4886,1,0,2,5355,0.0,7.7,3.02
1,1,4,6,10,4613,0,2,1,2294,0.0,5.9,2.25
5,0,7,2,3,2298,1,1,2,2019,0.0,6.2,2.42
2,1,7,1,14,3450,0,3,1,1898,0.0,8.7,2.66
0,1,6,4,0,7039,0,0,3,6842,0.0,6.9,2.32
3,0,0,2,4,1944,0,1,1,6952,0.0,7.2,2.54
5,0,2,2,5,1302,1,2,4,619,0.0,8.0,3.31
0,1,0,4,18,220,0,3,0,6912,0.0,8.6,3.18
1,1,4,2,19,3709,0,0,1,200,1.0,5.3,2.05
3,1,2,2,4,1738,1,3,0,2562,0.0,7.0,2.13
3,0,2,5,14,3596,1,0,3,2207,0.0,8.0,3.13
2,1,6,1,3,2041,1,1,4,1320,0.0,9.0,3.36
5,1,7,6,14,1365,1,3,4,1690,0.0,7.9,2.77
4,0,1,6,16,1551,1,1,3,3251,0.0,8.1,3.21
2,0,2,2,8,5013,0,3,4,5866,0.0,7.1,2.34
0,1,5,5,9,3248,1,3,4,3795,0.0,7.9,2.81
2,1,6,3,2,2707,0,3,2,5170,0.0,6.8,2.09
1,1,7,5,1,124,1,2,4,1525,0.0,6.6,2.64
3,1,2,0,15,4942,1,2,1,3067,0.0,6.6,3.39
0,0,6,7,20,495,0,0,0,5319,1.0,6.5,2.22
2,0,0,3,15,7372,0,0,0,5956,0.0,7.4,2.42
4,1,3,7,14,4718,1,1,2,1327,0.0,6.4,2.22
2,0,6,0,3,4259,0,0,3,3864,0.0,6.8,3.0
1,0,2,3,6,3292,0,2,2,6870,0.0,6.1,2.13
2,1,1,7,20,4538,0,1,3,945,0.0,6.2,2.12
3,0,5,0,18,6882,1,0,2,3947,0.0,6.3,2.13
2,1,3,2,11,6616,0,1,1,6135,0.0,7.9,3.17
0,0,7,1,12,443,0,1,0,2116,0.0,6.4,2.4
0,0,6,0,0,580,0,1,1,2962,0.0,7.4,2.55
5,0,2,0,6,2198,1,1,3,5787,0.0,7.8,3.4
3,0,3,2,2,7092,0,2,2,6909,0.0,7.4,2.24
2,1,2,3,18,2679,1,1,2,4774,0.0,8.5,3.38
3,0,3,7,19,7097,0,3,4,4184,0.0,7.3,3.19
4,0,5,4,7,6744,1,2,2,4361,0.0,8.0,3.21
4,1,6,5,18,6274,0,3,4,4303,0.0,6.0,2.1
0,1,5,4,10,5158,1,1,1,4462,0.0,6.5,2.41
5,1,2,0,10,2513,1,2,4,5738,0.0,7.0,2.89
5,1,0,7,15,2821,1,3,1,3012,0.0,7.2,2.96
1,0,6,0,12,4002,1,0,2,822,1.0,6.7,2.05
4,1,4,3,0,5609,1,2,3,98,0.0,7.8,3.37
4,1,2,0,13,5363,1,0,1,2877,0.0,6.7,2.16
5,0,3,5,16,5194,1,1,3,399,0.0,7.0,2.3
1,0,4,1,8,835,0,0,3,3466,0.0,7.5,2.7
0,1,5,2,6,2372,0,2,4,1972,0.0,7.5,2.52
4,1,2,0,11,3203,0,3,4,2910,0.0,7.0,2.45
0,0,4,4,8,7160,0,2,0,3374,1.0,6.0,2.15
3,1,3,5,9,231,0,3,3,2640,0.0,5.6,2.62
2,1,4,0,15,5076,1,2,4,6134,0.0,7.8,2.86
1,0,7,2,8,2989,1,0,3,366,0.0,7.4,3.4
3,0,5,4,9,4987,1,3,1,2880,1.0,5.6,2.02
0,0,5,7,15,7333,1,0,4,2189,0.0,8.4,3.37
0,1,0,7,16,2858,0,1,2,764,1.0,8.0,2.14
3,0,7,4,18,5122,1,2,2,1649,0.0,7.7,3.38
3,1,0,1,13,4776,0,0,3,3187,0.0,7.9,3.09
5,0,0,5,7,7100,0,3,4,6203,0.0,5.7,2.11
2,1,2,1,18,2588,1,1,0,2814,0.0,7.7,3.36
4,0,1,3,15,2570,0,0,1,6765,0.0,5.6,2.0
2,0,2,3,8,4186,1,0,4,4678,1.0,6.2,2.03
0,1,4,6,20,7184,1,2,3,2147,0.0,5.0,2.38
2,0,0,4,10,3158,1,3,1,1908,0.0,6.8,2.71
5,1,7,3,17,2860,0,3,2,907,0.0,8.9,3.06
2,0,4,6,4,2907,0,1,2,3191,0.0,8.1,2.9
1,0,3,4,9,2329,1,1,2,3497,0.0,8.3,2.59
2,0,2,3,4,5928,1,0,3,5603,0.0,6.6,2.23
3,1,0,5,0,3168,1,3,2,4652,0.0,6.9,2.49
4,1,1,7,20,4802,1,0,3,3849,0.0,6.1,2.06
1,1,7,3,16,103,1,2,3,2853,0.0,8.3,3.34
2,0,4,2,15,1408,1,2,1,3606,0.0,6.2,2.06
3,0,6,5,1,5388,1,1,0,4582,0.0,7.0,2.51
0,1,2,2,15,1657,1,3,1,3984,0.0,7.9,2.97
1,0,6,7,11,4645,0,0,0,211,0.0,7.8,3.17
0,1,1,0,4,1125,0,1,2,1302,0.0,8.0,2.94
4,0,6,2,11,2445,1,1,2,6897,0.0,7.2,2.63
2,1,6,5,19,2687,1,3,1,3637,0.0,5.9,2.57
4,0,4,2,10,5430,1,0,0,1773,0.0,7.4,3.31
3,0,3,6,4,1759,1,1,1,3276,0.0,8.6,2.43
4,0,1,1,18,691,1,1,4,4180,0.0,6.4,2.74
5,1,5,1,4,5851,0,1,0,6174,0.0,6.5,2.98
1,0,1,3,1,87,0,3,2,1358,1.0,7.3,2.01
0,0,2,7,3,3028,1,0,3,6374,0.0,7.6,2.67
3,0,0,5,9,6686,0,2,3,6238,0.0,5.7,2.02
4,1,2,2,2,545,1,2,1,1204,0.0,6.8,2.36
4,0,6,3,16,6417,0,1,1,1723,0.0,6.9,3.23
1,1,6,1,12,7444,0,0,3,2147,0.0,6.9,2.59
1,0,7,1,6,5542,0,2,4,4949,0.0,7.5,3.4
4,1,2,7,10,4342,0,3,0,508,0.0,6.5,2.4
5,1,1,0,20,301,0,2,0,2311,1.0,6.4,2.06
3,1,3,2,17,5482,1,3,4,3842,0.0,6.4,3.4
2,1,6,4,12,4028,1,0,3,6004,0.0,6.8,2.71
1,1,3,3,14,4021,0,1,1,3237,0.0,5.5,2.13
0,0,3,6,19,2239,1,0,0,4745,0.0,7.6,3.36
5,0,0,4,15,4212,1,3,2,5611,0.0,7.2,2.6
0,0,3,0,6,5428,0,3,0,5548,0.0,7.4,3.16
4,1,3,4,13,1804,0,3,3,6012,0.0,7.6,2.58
4,1,2,7,17,4881,0,2,0,4785,0.0,7.7,3.11
1,1,6,5,7,3770,1,3,4,2844,0.0,7.4,3.15
3,1,4,1,8,1984,0,3,2,6266,0.0,7.2,2.55
2,0,7,7,17,6855,1,1,1,1538,0.0,5.8,2.03
2,1,1,1,10,3999,1,2,2,3035,0.0,6.1,2.13
4,0,3,5,12,7076,0,3,3,2140,0.0,5.9,2.62
0,1,0,1,4,4163,1,0,1,5965,0.0,8.8,3.41
0,0,1,6,11,3394,0,1,1,5142,0.0,7.6,3.4
1,0,1,5,9,6432,0,2,4,5273,0.0,8.2,3.15
0,1,4,6,10,7519,1,2,3,212,0.0,6.8,2.05
1,1,5,4,2,6877,0,3,1,6817,0.0,7.2,2.92
2,1,5,6,3,2968,1,2,3,5340,0.0,8.3,3.22
4,0,7,6,16,5270,1,1,3,5038,1.0,5.6,2.04
2,0,0,3,20,3907,0,2,2,130,0.0,7.4,2.9
2,0,3,7,20,4509,1,2,3,1897,0.0,6.1,2.39
1,1,6,1,17,783,1,0,2,2997,0.0,5.9,2.14
2,1,7,4,14,7372,0,1,4,1419,1.0,6.4,2.14
4,0,5,6,16,3342,0,1,4,1960,0.0,5.8,2.07
0,1,0,3,3,2684,1,0,1,4937,0.0,8.7,3.38
3,1,0,7,16,2965,0,2,4,5330,1.0,6.6,2.22
3,1,5,0,14,2670,1,1,3,2743,0.0,7.5,2.72
0,0,6,3,14,4860,0,2,3,5124,0.0,7.4,2.54
3,1,1,0,17,7190,0,3,2,1347,0.0,7.8,3.36
1,0,6,0,15,3530,0,0,4,3125,0.0,7.8,2.81
5,0,7,3,15,6094,0,3,0,4562,0.0,7.6,2.75
1,1,7,3,4,5103,0,2,3,1906,0.0,6.8,2.27
5,0,1,2,16,6915,1,2,2,1304,0.0,7.6,3.25
2,0,2,3,14,2324,1,2,3,2545,0.0,6.3,2.82
5,1,2,2,2,5598,0,2,2,4650,0.0,7.6,2.35
1,0,2,3,9,5624,1,1,3,1283,0.0,4.3,2.07
1,0,3,2,10,6036,0,3,3,2341,0.0,8.8,3.34
4,0,5,0,13,927,0,1,1,934,1.0,6.2,2.07
4,1,2,2,18,1458,0,2,1,3131,0.0,7.6,3.09
5,1,5,3,15,4419,1,2,1,4638,0.0,6.8,2.97
1,1,1,0,6,6059,1,2,0,6683,0.0,7.2,3.32
5,0,1,4,8,5671,0,0,2,3938,0.0,7.6,2.98
5,1,3,2,4,3718,0,2,0,3042,1.0,6.0,2.19
5,1,3,5,3,3117,0,2,0,5286,0.0,8.4,3.08
2,0,7,5,16,3755,0,0,2,512,0.0,7.3,3.26
2,0,0,3,19,3445,1,1,2,6926,0.0,8.1,3.0
1,0,0,7,20,3060,0,0,3,3654,0.0,6.0,2.52
5,1,0,7,17,4015,0,1,0,6428,0.0,8.1,3.18
3,1,5,1,8,1518,1,0,2,5658,0.0,7.4,2.39
2,0,2,1,8,5987,1,1,0,285,0.0,8.2,3.2
4,0,3,3,7,7145,1,3,2,5622,0.0,7.1,2.64
5,0,0,0,5,5564,1,2,3,3446,0.0,6.7,2.52
3,0,0,2,6,400,0,3,3,6319,0.0,6.6,2.28
0,1,5,5,7,3484,1,0,0,5573,0.0,6.5,2.48
1,0,3,7,6,1453,0,1,1,3576,0.0,5.6,2.12
0,0,0,2,12,4012,0,0,4,983,0.0,7.1,2.54
1,0,1,5,16,3694,1,3,2,4299,0.0,6.8,3.07
0,1,2,5,17,4571,1,2,0,752,0.0,5.7,2.23
3,1,0,1,17,7094,0,3,1,6368,0.0,7.5,2.6
5,0,1,1,1,2718,0,2,3,589,1.0,4.9,2.12
0,1,0,1,13,7349,1,3,0,1940,0.0,7.3,2.72
0,1,0,0,3,825,1,1,1,6866,0.0,7.6,3.39
3,1,1,7,16,7162,1,3,2,204,0.0,8.5,3.16
4,0,3,4,15,679,1,0,1,4280,0.0,6.2,2.6
2,1,0,0,12,491,0,0,2,4018,0.0,6.2,2.15
0,1,5,2,8,7548,1,3,3,1240,0.0,7.2,3.22
1,0,6,2,7,1037,0,1,1,5369,0.0,7.5,3.3
5,0,0,4,1,2908,1,0,0,6843,0.0,7.7,3.32
0,0,1,4,5,1356,0,0,2,3401,0.0,7.9,2.78
5,0,1,1,4,474,0,1,2,905,0.0,6.8,2.85
2,0,4,5,2,2293,0,2,4,3164,0.0,6.2,2.33
2,0,4,1,20,6997,0,3,1,2951,0.0,7.9,2.9
5,1,5,3,14,5543,1,2,4,1542,0.0,7.5,3.25
1,1,2,5,12,5331,1,2,2,5709,0.0,7.8,2.92
5,0,2,3,16,6885,0,2,2,5655,0.0,7.8,2.85
1,0,7,4,15,5571,0,3,4,5313,0.0,7.6,2.92
1,0,0,2,12,3591,1,2,4,3584,0.0,7.4,2.41
2,1,7,0,0,5389,1,2,4,387,1.0,5.6,2.19
5,1,5,3,20,6429,0,1,3,301,0.0,7.9,3.23
1,1,1,1,7,5031,0,2,1,2138,0.0,7.3,3.04
2,0,1,3,19,5083,1,0,4,4579,0.0,5.5,2.04
4,0,1,1,9,7347,0,1,0,6186,0.0,9.0,3.28
0,1,3,3,13,1341,0,3,3,6859,0.0,8.5,3.23
3,0,0,5,11,4438,1,1,4,2794,0.0,5.4,2.01
3,1,0,5,8,41,1,2,0,2018,0.0,8.9,3.19
5,1,3,4,15,2407,1,0,1,6185,0.0,7.2,2.58
4,0,6,6,19,6063,1,0,0,512,0.0,6.7,2.95
2,1,5,3,19,7155,1,3,1,702,0.0,5.7,2.82
2,0,4,3,3,7570,0,0,2,4352,0.0,6.3,2.41
0,0,6,6,19,819,0,1,1,6538,0.0,7.3,3.33
0,0,6,7,10,542,1,2,0,5898,0.0,7.6,2.66
2,1,5,7,13,7114,1,3,4,6095,0.0,6.2,3.06
2,1,0,2,10,2946,1,1,3,16,0.0,7.6,3.12
3,1,4,5,2,104,1,1,1,1907,0.0,7.9,2.73
2,1,4,7,11,6507,0,2,3,1040,0.0,8.6,3.31
1,1,6,5,10,6801,1,3,1,6522,0.0,6.5,2.49
2,1,1,7,7,5677,1,1,0,3754,1.0,6.4,2.07
4,1,0,1,16,6108,1,0,4,387,0.0,7.2,2.9
4,1,0,1,1,3029,1,0,0,6849,0.0,7.5,2.87
2,0,4,1,11,6187,1,3,1,6518,0.0,7.3,2.36
1,0,0,7,1,6124,0,3,1,5770,0.0,7.1,2.87
3,1,3,3,13,6292,1,1,0,3343,0.0,7.7,2.96
3,1,2,2,16,370,1,1,3,2564,0.0,6.3,3.22
1,1,5,0,1,4499,1,3,2,6669,0.0,7.0,2.34
5,0,0,6,20,6983,1,3,0,4711,0.0,7.2,3.11
3,0,0,0,4,7217,1,2,2,5008,1.0,6.9,2.13
5,0,5,1,4,184,1,2,3,841,0.0,7.2,3.41
5,0,1,6,20,2444,0,2,4,1404,0.0,7.5,2.69
0,0,1,3,12,4796,1,1,3,910,0.0,7.7,3.37
2,0,0,0,16,4843,0,2,4,3421,0.0,7.4,2.47
1,1,2,5,10,1351,0,1,0,5689,1.0,6.0,2.15
3,0,4,5,0,6455,0,3,1,839,0.0,8.6,3.27
5,0,5,6,19,4232,0,3,2,4164,0.0,6.1,2.59
4,0,6,0,8,5312,0,3,0,1665,0.0,8.2,2.15
5,1,0,6,11,2093,1,2,4,6906,0.0,6.2,2.54
1,1,0,4,16,138,0,1,3,1764,1.0,6.4,2.28
5,0,4,4,16,3724,1,2,4,1558,0.0,7.5,3.12
1,1,4,0,4,7565,0,1,0,1633,0.0,8.0,3.25
0,1,4,0,6,1929,0,3,4,3505,0.0,8.1,3.38
2,1,3,2,2,6139,1,1,3,5314,0.0,8.4,3.32
4,0,3,3,7,2387,1,3,4,3735,0.0,7.7,3.24
4,0,2,0,7,2171,1,1,0,1303,0.0,6.7,2.85
2,1,0,3,18,2612,1,0,0,5864,0.0,9.0,3.29
2,0,6,6,14,4434,0,2,2,6446,0.0,8.3,3.18
3,1,1,1,4,1744,0,3,1,6482,0.0,7.4,2.73
2,1,7,0,2,1634,0,2,0,5193,0.0,6.7,2.32
5,1,5,2,2,5517,1,3,2,5046,0.0,7.2,2.44
2,1,5,4,18,6506,0,0,0,3561,0.0,6.9,2.6
4,1,2,3,18,2621,0,3,1,2773,0.0,7.5,3.14
5,0,6,7,20,1826,0,2,0,139,0.0,6.7,2.84
5,1,5,1,13,1594,1,0,4,6667,0.0,7.7,2.76
0,0,3,7,10,3026,0,3,2,4598,0.0,6.0,2.46
2,1,1,2,7,1947,1,2,0,6927,0.0,7.9,2.82
5,1,6,0,20,957,1,0,0,1278,0.0,6.5,2.74
5,0,4,0,18,3952,1,1,2,2337,1.0,6.4,2.16
5,0,5,4,13,2010,1,3,1,1355,0.0,6.6,2.37
3,1,7,7,20,3902,0,1,2,1801,0.0,7.6,3.03
5,1,5,2,17,5827,1,2,0,2649,0.0,7.9,3.14
1,0,3,6,7,2635,0,0,2,4085,0.0,7.4,2.42
1,0,2,6,2,5317,0,1,4,4483,0.0,6.9,2.91
5,1,5,0,5,7178,1,1,0,3424,0.0,6.3,2.21
1,0,4,7,9,5774,0,2,0,2916,0.0,5.6,2.79
3,1,7,3,9,5139,0,1,3,3822,0.0,8.2,2.99
0,0,7,1,14,5584,1,1,4,3470,0.0,5.7,2.04
4,0,6,0,20,1320,0,0,2,449,1.0,5.7,2.28
1,0,1,7,10,2330,1,1,1,5932,0.0,6.2,2.34
3,1,4,6,9,2878,1,0,1,6442,0.0,7.6,3.06
1,0,6,6,20,4445,1,0,3,2759,0.0,7.1,2.99
0,1,3,6,18,4304,1,2,0,5953,1.0,6.9,2.23
1,1,1,5,11,2782,0,2,1,643,0.0,7.5,2.92
5,1,0,4,0,2737,1,3,4,3379,0.0,8.6,3.41
4,1,6,6,19,841,1,2,1,1862,0.0,5.7,2.19
2,1,2,3,1,2057,1,2,4,4930,0.0,7.0,2.52
2,0,2,7,16,5660,1,2,4,2647,0.0,6.2,2.63
0,1,2,4,14,6269,1,1,1,702,0.0,7.8,2.98
0,0,5,3,3,2642,0,3,2,2463,0.0,7.4,3.02
2,1,0,5,14,1729,0,2,0,5364,0.0,5.9,2.26
3,1,3,5,6,1883,1,1,2,2105,1.0,6.2,2.13
1,0,4,6,15,28,0,0,3,170,0.0,7.2,3.26
2,1,6,5,9,2931,0,0,2,6018,0.0,6.9,3.36
4,0,1,0,11,2169,1,3,4,5477,0.0,5.9,2.36
2,0,1,6,16,7404,0,2,4,3520,0.0,6.9,2.17
1,0,1,7,15,5731,0,2,1,4365,0.0,7.0,2.24
4,0,0,6,2,3669,1,0,2,2953,0.0,5.6,2.24
1,1,2,4,19,3956,0,2,1,3483,0.0,8.7,3.32
1,0,6,2,12,4898,1,1,2,5135,1.0,6.8,2.24
0,1,3,5,13,7145,1,2,1,3489,0.0,8.0,2.88
2,0,1,6,17,3837,1,3,2,3615,0.0,7.1,2.52
3,0,7,5,19,3335,0,1,2,5702,0.0,7.3,2.81
1,0,4,3,3,1155,0,0,3,1256,0.0,8.2,3.37
2,1,1,5,2,4335,0,1,4,2526,0.0,5.8,2.14
0,0,2,0,1,5094,0,2,0,3248,0.0,7.1,2.74
1,1,5,6,3,367,0,2,3,3264,0.0,6.9,2.69
2,0,2,1,4,873,1,3,3,2721,0.0,7.6,3.18
2,1,2,7,20,2033,0,2,1,5833,1.0,6.4,2.15
4,0,5,3,20,5636,0,3,0,190,0.0,6.2,2.54
3,1,0,0,8,3016,0,2,4,1391,1.0,5.7,2.23
2,1,1,6,18,5371,0,2,0,789,0.0,7.3,2.62
2,1,6,7,15,1178,1,0,2,2491,0.0,6.4,2.3
4,1,2,3,9,7386,0,3,0,1680,1.0,6.4,2.21
5,0,6,7,6,312,1,3,0,1635,0.0,8.8,2.63
2,0,2,6,8,3624,0,2,0,3946,0.0,6.6,3.03
1,0,3,1,4,3500,1,1,2,6111,0.0,7.4,2.72
2,0,7,7,8,5794,1,3,0,2033,0.0,7.8,2.84
0,1,1,3,2,5316,0,2,1,2694,0.0,8.8,3.35
0,1,2,4,8,2582,0,2,4,799,0.0,7.8,2.85
0,0,0,3,4,2079,1,2,4,6956,0.0,6.9,2.22
2,1,2,3,3,4766,1,0,0,855,0.0,6.9,2.35
2,1,1,7,2,4420,0,1,2,3076,0.0,5.6,2.17
1,0,7,3,10,1761,1,3,3,2515,0.0,8.1,3.31
1,1,6,7,0,5770,0,2,2,6263,0.0,7.4,3.4
5,1,6,3,19,5126,0,3,0,6024,0.0,6.4,2.38
5,0,0,5,9,5521,1,2,0,6432,0.0,8.3,3.06
5,0,1,4,8,5095,1,0,1,1528,0.0,7.6,2.31
4,1,2,4,14,2928,1,0,4,5355,1.0,6.0,2.17
1,0,6,6,4,1793,1,1,2,6172,0.0,5.9,2.58
1,0,2,4,12,717,1,2,1,3292,0.0,6.7,2.8
3,0,1,1,18,1576,1,0,3,3125,0.0,6.5,2.63
4,0,6,3,2,6630,0,3,4,1925,0.0,7.2,2.42
2,0,4,3,18,1373,0,1,2,1561,0.0,7.1,3.01
4,1,7,4,18,6466,1,3,1,1938,0.0,6.7,2.44
4,1,6,5,0,3213,0,1,1,6800,1.0,7.3,2.17
3,1,3,0,18,3163,0,3,2,310,0.0,8.3,3.04
0,0,5,1,0,1012,1,1,2,2505,0.0,8.2,3.16
3,1,2,2,0,1536,1,3,2,514,0.0,7.1,3.23
2,1,5,0,5,315,1,2,3,739,0.0,8.2,3.24
5,1,0,6,12,5864,1,0,4,5183,0.0,7.5,2.85
4,1,7,4,14,3506,1,1,2,6692,0.0,6.5,2.66
2,0,4,1,4,2019,0,0,0,3582,0.0,6.0,2.46
4,0,3,4,5,5774,1,2,2,2703,0.0,7.7,2.61
5,1,0,4,17,542,0,3,0,154,0.0,7.7,3.24
1,1,7,0,10,5126,0,3,2,2814,0.0,6.9,2.76
4,1,0,3,8,5580,0,2,3,2389,0.0,6.4,2.05
2,0,5,5,5,4810,0,0,3,4714,0.0,9.0,3.25
1,0,1,4,8,5065,1,0,3,6274,0.0,7.0,3.1
1,0,5,6,0,5278,1,0,2,760,0.0,6.4,2.19
3,0,0,6,10,1088,1,2,4,5533,1.0,5.7,2.22
4,0,1,0,3,240,1,1,3,2983,0.0,6.7,2.59
1,1,4,4,13,4729,0,2,1,3636,0.0,9.0,2.88
1,0,7,2,20,398,1,0,3,5373,0.0,6.6,2.9
4,0,1,6,1,3450,1,2,3,6583,0.0,7.3,3.04
1,1,2,0,3,4843,1,0,0,5028,1.0,6.2,2.17
4,1,2,0,13,2178,1,3,0,2012,0.0,7.2,2.79
1,1,3,0,1,6030,0,0,1,2518,0.0,7.5,3.04
1,0,3,1,18,5067,0,1,1,5280,0.0,6.4,2.21
3,0,7,6,11,4879,0,1,2,1223,0.0,7.3,2.82
0,0,4,0,0,1130,1,0,1,6658,0.0,7.3,2.97
0,1,1,7,15,2369,1,0,1,6762,0.0,5.9,2.38
2,1,6,0,17,2541,1,2,2,5063,0.0,5.8,2.33
2,0,0,3,14,7344,0,3,4,4399,0.0,7.1,3.25
3,1,5,1,18,7574,1,1,3,461,0.0,7.2,2.36
